"Time","X-Axis Acceleration","Y-Axis Acceleration","Z-Axis Acceleration"
0.0000,-3.24,5.88,8.04
0.0125,-2.29,5.57,7.92
0.0250,-2.32,7.03,7.70
0.0375,-2.85,8.04,8.01
0.0500,-2.77,8.82,8.01
0.0625,-2.29,9.02,7.95
0.0750,-1.98,8.65,7.95
0.0875,-1.84,8.04,8.09
0.1000,-1.93,8.06,8.15
0.1125,-2.04,8.68,7.92
0.1250,-1.90,8.96,7.81
0.1375,-1.45,9.04,7.70
0.1500,-1.17,9.21,7.67
0.1625,-1.09,9.38,7.53
0.1750,-0.98,9.38,7.36
0.1875,-1.00,9.27,7.28
0.2000,-1.03,9.30,7.20
0.2125,-0.92,9.32,7.17
0.2250,-0.86,9.21,7.11
0.2375,-0.92,9.16,6.94
0.2500,-0.92,9.21,6.92
0.2625,-0.98,9.16,6.86
0.2750,-1.00,8.99,6.78
0.2875,-1.12,9.07,6.69
0.3000,-1.45,9.27,6.50
0.3125,-1.65,9.38,6.52
0.3250,-1.51,9.44,6.50
0.3375,-1.62,9.21,6.50
0.3500,-1.62,8.88,6.47
0.3625,-1.45,8.71,6.47
0.3750,-1.34,8.74,6.50
0.3875,-1.31,8.76,6.41
0.4000,-1.23,8.68,6.19
0.4125,-1.76,8.26,6.36
0.4250,-1.14,7.42,6.38
0.4375,-0.78,7.45,6.41
0.4500,-0.84,7.98,6.47
0.4625,-0.86,8.20,6.78
0.4750,-0.22,7.84,7.08
0.4875,0.09,7.39,7.22
0.5000,-0.03,7.06,7.39
0.5125,-0.08,6.97,7.59
0.5250,0.09,7.08,7.48
0.5375,0.34,7.28,7.42
0.5500,0.31,7.56,7.45
0.5625,0.31,7.64,7.53
0.5750,0.56,7.39,7.39
0.5875,0.53,6.80,7.31
0.6000,0.31,6.50,7.34
0.6125,0.06,6.64,7.42
0.6250,-0.17,7.08,7.59
0.6375,-0.58,7.95,7.67
0.6500,-0.98,8.29,7.84
0.6625,-0.78,8.06,8.06
0.6750,-0.56,7.90,8.18
0.6875,-0.67,7.95,8.18
0.7000,-0.92,8.09,8.23
0.7125,-1.14,8.46,8.29
0.7250,-1.14,9.02,8.34
0.7375,-1.06,9.24,8.43
0.7500,-0.92,8.90,8.65
0.7625,-0.86,8.62,8.62
0.7750,-1.03,8.37,8.76
0.7875,-1.48,8.18,8.96
0.8000,-1.96,7.81,9.10
0.8125,-1.96,7.22,9.18
0.8250,-1.79,7.11,9.32
0.8375,-1.56,6.94,9.60
0.8500,-1.45,6.94,9.77
0.8625,-1.06,7.03,9.69
0.8750,-0.53,7.00,9.80
0.8875,-0.08,7.28,9.77
0.9000,-0.19,7.64,9.83
0.9125,-0.50,7.59,9.94
0.9250,-0.75,7.11,10.05
0.9375,-0.84,6.47,9.97
0.9500,-1.03,6.08,9.97
0.9625,-1.06,5.94,9.86
0.9750,-1.09,5.96,9.77
0.9875,-1.14,5.88,9.83
1.0000,-1.12,5.91,9.74
1.0125,-1.17,6.22,9.55
1.0250,-1.03,6.50,9.21
1.0375,-0.98,6.75,9.04
1.0500,-1.00,6.89,8.68
1.0625,-1.20,6.72,8.37
1.0750,-1.28,6.52,8.15
1.0875,-1.37,6.30,7.90
1.1000,-1.48,6.30,7.76
1.1125,-1.48,6.52,7.64
1.1250,-1.54,6.61,7.62
1.1375,-1.48,6.69,7.62
1.1500,-1.23,6.75,7.53
1.1625,-1.14,6.89,7.45
1.1750,-1.26,7.06,7.36
1.1875,-1.26,7.34,7.48
1.2000,-1.42,7.56,7.50
1.2125,-1.54,7.53,7.48
1.2250,-1.65,7.64,7.39
1.2375,-1.84,7.98,7.45
1.2500,-2.04,8.40,7.39
1.2625,-2.32,8.99,7.42
1.2750,-2.71,9.38,7.39
1.2875,-2.99,9.41,7.36
1.3000,-3.02,9.41,7.34
1.3125,-2.94,9.55,7.42
1.3250,-3.02,9.86,7.34
1.3375,-3.19,10.30,7.42
1.3500,-3.47,10.64,7.31
1.3625,-3.61,10.64,7.11
1.3750,-3.80,10.44,6.89
1.3875,-3.92,10.22,6.72
1.4000,-3.69,9.74,6.55
1.4125,-3.10,9.32,6.22
1.4250,-2.52,9.16,5.99
1.4375,-2.07,9.55,5.94
1.4500,-1.96,10.19,5.85
1.4625,-2.24,10.67,5.80
1.4750,-2.66,10.86,5.77
1.4875,-3.22,10.75,5.63
1.5000,-3.41,10.33,5.49
1.5125,-3.50,9.91,5.18
1.5250,-3.72,9.66,5.01
1.5375,-3.78,9.44,4.96
1.5500,-3.66,9.16,4.65
1.5625,-3.52,8.99,4.62
1.5750,-3.30,8.93,4.73
1.5875,-3.10,8.90,4.73
1.6000,-2.94,8.76,4.85
1.6125,-2.85,8.54,5.01
1.6250,-2.91,8.34,5.24
1.6375,-2.77,8.23,5.35
1.6500,-2.54,8.26,5.49
1.6625,-2.43,8.88,5.60
1.6750,-2.80,9.24,5.68
1.6875,-3.13,9.10,5.77
1.7000,-3.38,8.76,5.82
1.7125,-3.44,8.23,6.22
1.7250,-3.13,8.34,6.55
1.7375,-2.94,9.55,6.78
1.7500,-3.55,11.00,7.08
1.7625,-4.81,11.65,7.11
1.7750,-4.81,10.78,7.06
1.7875,-4.03,9.16,7.17
1.8000,-3.75,7.78,7.34
1.8125,-3.02,7.14,7.20
1.8250,-2.01,6.86,7.25
1.8375,-0.72,6.64,7.17
1.8500,-0.17,6.86,7.22
1.8625,-0.42,6.83,7.56
1.8750,-1.17,6.86,8.23
1.8875,-1.54,7.11,8.68
1.9000,-2.01,7.03,8.82
1.9125,-2.88,6.94,8.96
1.9250,-3.19,6.66,9.04
1.9375,-2.80,6.08,9.32
1.9500,-2.82,6.05,9.44
1.9625,-3.27,5.99,9.66
1.9750,-3.08,5.68,9.69
1.9875,-2.63,5.43,9.38
2.0000,-2.38,5.63,9.35
2.0125,-2.46,6.16,9.66
2.0250,-2.63,6.44,9.55
2.0375,-2.32,6.30,9.41
2.0500,-1.68,5.82,9.18
2.0625,-1.40,5.46,8.93
2.0750,-1.70,5.74,8.74
2.0875,-1.84,6.16,8.62
2.1000,-1.70,6.38,8.51
2.1125,-1.51,6.47,8.43
2.1250,-1.34,6.36,8.15
2.1375,-1.51,6.22,8.15
2.1500,-1.28,6.33,7.84
2.1625,-1.54,6.78,7.64
2.1750,-1.93,7.03,7.62
2.1875,-2.43,7.03,7.62
2.2000,-2.71,7.08,7.76
2.2125,-3.19,7.34,8.01
2.2250,-3.86,7.34,8.04
2.2375,-4.22,7.08,8.04
2.2500,-4.14,6.86,7.95
2.2625,-4.17,7.06,7.87
2.2750,-4.31,7.45,7.87
2.2875,-4.31,7.87,7.81
2.3000,-4.14,7.67,7.64
2.3125,-3.83,7.08,7.70
2.3250,-3.58,6.64,7.67
2.3375,-3.41,6.55,7.59
2.3500,-3.22,6.58,7.64
2.3625,-3.05,6.86,7.59
2.3750,-2.88,7.17,7.56
2.3875,-2.91,7.48,7.59
2.4000,-3.19,7.62,7.70
2.4125,-3.52,7.50,7.84
2.4250,-3.72,7.20,8.12
2.4375,-3.75,6.94,8.23
2.4500,-3.64,7.03,8.26
2.4625,-3.36,7.34,8.26
2.4750,-3.16,7.62,8.29
2.4875,-2.82,7.76,8.40
2.5000,-2.46,8.04,8.12
2.5125,-3.27,8.09,8.12
2.5250,-2.96,7.84,7.98
2.5375,-2.40,7.28,7.95
2.5500,-2.54,7.53,7.78
2.5625,-2.91,8.26,7.73
2.5750,-2.96,8.62,7.56
2.5875,-2.88,8.48,7.56
2.6000,-2.68,8.20,7.56
2.6125,-2.71,7.87,7.53
2.6250,-2.91,7.70,7.50
2.6375,-2.94,7.56,7.42
2.6500,-2.85,7.59,7.42
2.6625,-2.82,7.78,7.34
2.6750,-2.82,7.98,7.36
2.6875,-2.80,8.15,7.34
2.7000,-2.74,8.06,7.22
2.7125,-2.66,7.90,7.31
2.7250,-2.66,7.67,7.31
2.7375,-2.77,7.70,7.28
2.7500,-2.91,7.95,7.28
2.7625,-2.94,8.23,7.34
2.7750,-2.96,8.32,7.36
2.7875,-2.99,8.26,7.31
2.8000,-2.96,8.15,7.28
2.8125,-3.02,8.04,7.31
2.8250,-2.99,7.92,7.22
2.8375,-2.99,7.92,7.20
2.8500,-3.08,8.06,7.17
2.8625,-3.19,8.18,7.22
2.8750,-3.27,8.09,7.17
2.8875,-3.22,7.98,7.20
2.9000,-3.19,7.87,7.25
2.9125,-3.19,7.87,7.17
2.9250,-3.16,7.76,7.22
2.9375,-3.27,7.78,7.14
2.9500,-3.27,7.84,7.11
2.9625,-3.24,7.92,7.11
2.9750,-3.22,7.92,7.14
2.9875,-3.27,7.87,7.08
3.0000,-3.36,7.78,7.06
3.0125,-3.30,7.73,7.03
3.0250,-3.19,7.64,6.97
3.0375,-3.10,7.62,6.92
3.0500,-2.99,7.62,6.83
3.0625,-3.02,7.76,6.75
3.0750,-3.02,7.78,6.64
3.0875,-2.99,7.62,6.50
3.1000,-2.91,7.36,6.19
3.1125,-2.71,7.11,5.82
3.1250,-2.43,7.14,5.52
3.1375,-2.29,7.50,5.32
3.1500,-2.54,7.98,5.27
3.1625,-2.99,8.12,5.10
3.1750,-3.33,7.64,4.87
3.1875,-3.44,6.86,4.71
3.2000,-3.41,6.19,4.51
3.2125,-3.36,5.55,4.26
3.2250,-3.30,5.07,3.92
3.2375,-2.99,4.34,3.59
3.2500,-2.52,3.47,3.17
3.2625,-2.07,2.77,2.83
3.2750,-1.65,2.30,2.52
3.2875,-1.42,2.38,2.49
3.3000,-1.26,2.75,2.61
3.3125,-1.17,3.47,3.03
3.3250,-1.26,4.59,3.61
3.3375,-1.37,5.88,4.31
3.3500,-1.68,7.36,5.01
3.3625,-2.26,8.93,5.71
3.3750,-3.38,10.50,6.69
3.3875,-5.06,12.46,8.06
3.4000,-7.81,14.39,9.80
3.4125,-11.56,17.02,12.07
3.4250,-15.81,20.02,14.00
3.4375,-18.36,22.54,15.20
3.4500,-18.53,23.99,16.74
3.4625,-18.22,25.33,18.00
3.4750,-17.74,26.17,18.48
3.4875,-16.79,27.01,18.36
3.5000,-15.90,27.57,17.58
3.5125,-15.00,26.57,16.15
3.5250,-13.71,23.91,14.25
3.5375,-12.20,20.44,12.04
3.5500,-10.19,17.16,9.94
3.5625,-7.39,13.69,8.06
3.5750,-4.95,9.80,5.94
3.5875,-2.54,5.71,3.75
3.6000,-0.03,1.93,1.54
3.6125,2.35,-1.42,-0.17
3.6250,4.17,-3.80,-1.20
3.6375,5.13,-4.14,-1.09
3.6500,5.18,-2.54,-0.70
3.6625,4.68,-0.70,-0.30
3.6750,3.73,0.53,-0.08
3.6875,2.91,0.90,0.09
3.7000,2.13,0.87,0.34
3.7125,1.51,0.79,0.39
3.7250,0.76,0.51,0.56
3.7375,-0.03,0.37,0.70
3.7500,-0.70,0.48,0.76
3.7625,-0.95,0.59,1.15
3.7750,-0.75,0.62,1.65
3.7875,-0.44,0.84,1.85
3.8000,-0.22,1.21,2.10
3.8125,0.11,1.21,1.93
3.8250,0.34,1.09,1.93
3.8375,0.45,1.09,1.82
3.8500,0.51,0.98,1.60
3.8625,0.65,0.98,1.54
3.8750,0.81,1.01,1.49
3.8875,0.87,0.95,1.37
3.9000,0.81,1.07,1.35
3.9125,0.95,0.79,1.21
3.9250,1.04,0.51,1.09
3.9375,1.09,0.59,1.04
3.9500,1.07,0.45,0.73
3.9625,1.04,0.39,0.59
3.9750,1.18,0.76,0.59
3.9875,1.15,1.63,0.84
4.0000,1.07,2.61,1.54
4.0125,1.63,4.51,3.36
4.0250,2.21,8.46,6.27
4.0375,1.43,14.31,9.30
4.0500,-1.98,20.21,11.23
4.0625,-5.74,22.59,12.93
4.0750,-9.65,22.51,16.10
4.0875,-13.04,23.26,17.41
4.1000,-15.45,23.88,17.22
4.1125,-16.51,24.35,16.91
4.1250,-16.48,22.87,16.43
4.1375,-14.64,21.39,15.68
4.1500,-12.59,20.58,15.40
4.1625,-11.19,20.02,15.09
4.1750,-9.96,19.18,14.45
4.1875,-8.45,17.50,13.52
4.2000,-6.74,15.20,12.32
4.2125,-5.34,13.07,11.12
4.2250,-4.25,11.39,10.11
4.2375,-3.27,10.19,9.24
4.2500,-2.35,9.49,8.51
4.2625,-1.90,9.10,7.87
4.2750,-1.70,8.74,7.20
4.2875,-1.62,8.15,6.55
4.3000,-1.73,7.17,5.94
4.3125,-1.76,6.69,5.21
4.3250,-1.82,6.05,4.79
4.3375,-2.04,5.71,4.20
4.3500,-2.07,5.18,3.73
4.3625,-2.04,4.54,3.45
4.3750,-1.84,4.03,3.22
4.3875,-1.62,3.78,2.97
4.4000,-1.42,3.81,2.69
4.4125,-1.23,4.09,2.63
4.4250,-1.20,4.17,2.49
4.4375,-1.20,4.15,2.41
4.4500,-1.09,4.06,2.47
4.4625,-0.95,4.09,2.63
4.4750,-1.17,4.34,2.86
4.4875,-1.54,4.90,3.25
4.5000,-1.96,5.91,3.75
4.5125,-2.29,6.97,4.57
4.5250,-2.82,7.67,5.43
4.5375,-3.78,8.09,6.13
4.5500,-4.62,8.68,6.75
4.5625,-5.34,9.30,7.48
4.5750,-5.82,9.63,8.18
4.5875,-5.99,9.66,8.68
4.6000,-6.35,9.55,9.04
4.6125,-6.38,9.32,9.32
4.6250,-6.18,9.52,9.38
4.6375,-6.18,9.83,9.55
4.6500,-6.13,9.60,9.38
4.6625,-6.04,8.79,9.30
4.6750,-5.82,7.90,8.99
4.6875,-5.23,7.28,8.71
4.7000,-4.48,6.92,8.46
4.7125,-3.75,6.66,7.95
4.7250,-3.33,6.69,7.56
4.7375,-3.05,6.44,7.20
4.7500,-2.74,6.10,6.94
4.7625,-2.57,6.24,6.92
4.7750,-2.40,6.66,6.94
4.7875,-2.63,7.08,6.97
4.8000,-3.08,7.25,6.69
4.8125,-3.19,6.33,6.58
4.8250,-3.05,5.43,6.47
4.8375,-2.88,4.57,6.64
4.8500,-2.40,4.90,6.61
4.8625,-2.32,6.33,6.86
4.8750,-2.71,7.28,7.11
4.8875,-3.52,8.01,7.28
4.9000,-3.75,7.31,7.11
4.9125,-3.36,6.52,7.31
4.9250,-3.33,6.89,7.53
4.9375,-3.36,7.53,7.56
4.9500,-3.50,9.02,7.34
4.9625,-3.66,9.07,7.70
4.9750,-3.61,7.76,7.48
4.9875,-3.41,6.78,7.56
5.0000,-3.66,6.97,7.67
5.0125,-4.11,7.92,7.73
5.0250,-4.34,8.96,8.01
5.0375,-4.20,9.35,7.98
5.0500,-4.00,8.40,7.98
5.0625,-3.69,7.36,7.81
5.0750,-4.14,7.00,7.45
5.0875,-4.90,7.22,7.17
5.1000,-4.28,6.83,7.22
5.1125,-3.94,5.99,7.08
5.1250,-4.08,6.50,7.06
5.1375,-3.94,7.53,7.08
5.1500,-3.30,8.29,6.97
5.1625,-2.68,7.45,6.83
5.1750,-2.66,6.05,6.61
5.1875,-3.36,6.38,6.41
5.2000,-3.61,7.39,6.47
5.2125,-4.17,8.12,6.41
5.2250,-5.04,8.62,6.55
5.2375,-5.46,8.51,6.86
5.2500,-5.40,8.09,6.75
5.2625,-4.73,7.22,6.58
5.2750,-4.03,7.00,6.64
5.2875,-4.34,7.92,6.38
5.3000,-4.62,8.34,6.33
5.3125,-4.76,7.95,6.44
5.3250,-4.90,7.67,6.66
5.3375,-5.37,7.67,6.78
5.3500,-5.48,7.81,6.86
5.3625,-5.04,7.48,6.80
5.3750,-4.87,7.25,6.80
5.3875,-4.81,7.17,7.03
5.4000,-4.73,7.45,7.14
5.4125,-4.84,7.62,7.36
5.4250,-4.53,7.11,7.53
5.4375,-4.08,6.75,7.64
5.4500,-3.72,6.64,7.73
5.4625,-3.55,6.16,7.84
5.4750,-3.66,6.13,7.98
5.4875,-3.72,6.22,8.20
5.5000,-3.72,5.88,8.57
5.5125,-3.50,5.77,8.79
5.5250,-3.47,5.82,9.02
5.5375,-3.55,6.19,9.24
5.5500,-3.38,6.41,9.35
5.5625,-3.13,6.41,9.46
5.5750,-2.96,6.47,9.38
5.5875,-3.08,6.75,9.30
5.6000,-2.96,7.03,9.04
5.6125,-2.35,6.38,8.99
5.6250,-1.90,5.80,8.82
5.6375,-1.70,5.49,8.71
5.6500,-2.01,5.74,8.68
5.6625,-2.12,6.05,8.62
5.6750,-1.68,6.61,8.51
5.6875,-2.04,6.36,8.54
5.7000,-1.82,4.79,8.48
5.7125,-1.26,3.61,8.29
5.7250,-2.24,4.51,8.34
5.7375,-3.02,6.50,8.40
5.7500,-3.08,7.14,8.40
5.7625,-2.91,6.89,8.48
5.7750,-2.80,7.08,8.48
5.7875,-2.63,7.31,8.37
5.8000,-2.46,7.14,8.29
5.8125,-2.91,6.97,8.18
5.8250,-3.55,7.03,8.32
5.8375,-3.80,7.62,8.29
5.8500,-3.83,8.32,8.20
5.8625,-3.83,8.62,8.12
5.8750,-3.66,8.09,7.87
5.8875,-3.24,7.17,7.84
5.9000,-2.57,6.61,7.53
5.9125,-2.43,7.22,6.94
5.9250,-2.71,8.51,6.92
5.9375,-2.96,9.60,6.89
5.9500,-3.27,9.97,7.00
5.9625,-3.19,9.32,6.86
5.9750,-3.13,8.51,6.72
5.9875,-3.10,8.43,6.38
6.0000,-3.38,8.62,6.05
6.0125,-3.33,9.16,5.91
6.0250,-3.33,9.60,5.74
6.0375,-3.27,9.41,5.63
6.0500,-3.08,9.07,5.52
6.0625,-3.05,8.74,5.43
6.0750,-3.13,8.68,5.38
6.0875,-3.44,8.96,5.32
6.1000,-3.72,9.38,5.18
6.1125,-3.89,9.35,5.10
6.1250,-3.80,9.24,4.96
6.1375,-3.94,9.21,4.87
6.1500,-4.06,8.85,4.71
6.1625,-4.00,8.48,4.51
6.1750,-4.00,8.46,4.45
6.1875,-3.80,8.74,4.17
6.2000,-3.58,8.88,4.01
6.2125,-3.38,8.88,3.89
6.2250,-3.08,9.04,3.87
6.2375,-2.94,9.32,3.75
6.2500,-2.60,9.66,3.61
6.2625,-2.29,10.28,3.53
6.2750,-2.01,10.39,3.42
6.2875,-2.01,9.94,3.31
6.3000,-2.21,9.69,3.17
6.3125,-2.10,9.74,3.03
6.3250,-1.96,10.11,3.11
6.3375,-1.96,10.64,3.17
6.3500,-2.60,11.00,3.00
6.3625,-3.36,10.84,2.66
6.3750,-4.39,10.89,2.38
6.3875,-5.76,11.34,1.99
6.4000,-6.94,11.51,1.63
6.4125,-8.95,11.06,1.15
6.4250,-10.86,10.39,0.79
6.4375,-12.70,10.30,0.20
6.4500,-13.96,9.86,-0.61
6.4625,-14.16,7.90,-1.42
6.4750,-16.06,6.05,-1.26
6.4875,-16.23,3.87,-1.00
6.5000,-16.01,2.24,-0.58
6.5125,-15.70,2.02,-0.11
6.5250,-15.00,2.61,0.98
6.5375,-14.58,4.03,2.02
6.5500,-14.41,5.27,2.55
6.5625,-14.24,6.10,2.91
6.5750,-14.30,6.52,3.19
6.5875,-14.19,7.31,3.87
6.6000,-13.57,8.23,4.48
6.6125,-12.82,8.74,4.85
6.6250,-11.72,9.41,5.04
6.6375,-10.89,10.02,4.76
6.6500,-10.10,11.09,4.87
6.6625,-9.04,11.73,4.71
6.6750,-8.25,12.04,4.71
6.6875,-7.27,12.21,4.76
6.7000,-6.41,12.12,4.51
6.7125,-5.74,11.70,4.45
6.7250,-4.81,11.79,4.23
6.7375,-4.08,11.87,4.23
6.7500,-3.61,11.93,4.26
